movie_clean,anger,disgust,fear,joy,neutral,sadness,surprise,sentiment_score,avg_user_rating,dominant_emotion,dominant_strength
12 Angry Men,0.12814309492707252,0.08433949581347405,0.06893298706039787,0.0939812414511107,0.4391519022546709,0.017691668537445367,0.16775960518047214,0.613828330039978,9.318181818181818,neutral,0.4391519022546709
12 Years a Slave,0.09452252343297005,0.24710985275916755,0.11716270610690117,0.07186491758096963,0.2711718714609742,0.09198126971721649,0.10618685647845268,0.43508946418762207,8.130434782608695,neutral,0.2711718714609742
12th Fail,0.02773864851333201,0.05415511118946597,0.029398095016367733,0.41424809606047347,0.2667269415035844,0.10810087405145169,0.09963223013095558,0.7658028507232666,9.24,joy,0.41424809606047347
1917,0.02059478569077328,0.1601682164333761,0.0691093715862371,0.248734163363697,0.2908959779329598,0.05079745863331482,0.1597000281466171,0.5884105777740478,8.44,neutral,0.2908959779329598
2001: A Space Odyssey,0.04704358596121892,0.06230042709270492,0.1701345549407415,0.15621031619608403,0.32602624939754604,0.06919053149409592,0.16909431487787516,0.37505468130111697,8.454545454545455,neutral,0.32602624939754604
3 Idiots,0.02888658769894391,0.0650294731510803,0.11173404105938971,0.445742416549474,0.1865076304040849,0.0809172169212252,0.08118265029974282,0.7451788377761841,8.565217391304348,joy,0.445742416549474
A Beautiful Mind,0.052466629380360244,0.10480187010020017,0.08085919375298545,0.17359908760525286,0.4126633265055716,0.06319483031984419,0.11241506590042263,0.5968749046325683,8.0,neutral,0.4126633265055716
A Clockwork Orange,0.04323707168921828,0.32298847103491424,0.22296544563490897,0.11772704528644681,0.14135026561096312,0.08187699208967388,0.06985470195766538,0.10731477499008178,8.26086956521739,disgust,0.32298847103491424
A Separation,0.04351874677464366,0.10652502358425409,0.07938323551788926,0.21982263387646525,0.2670407583191991,0.06813737681601197,0.2155722259078175,0.44903586626052855,8.772727272727273,neutral,0.2670407583191991
A Silent Voice: The Movie,0.03026616836199537,0.11664246218279004,0.1182898129406385,0.20995138689875603,0.18875203780829908,0.2389117570174858,0.09718637821264565,0.6808880281448364,8.083333333333334,sadness,0.2389117570174858
Alien,0.010771024227142333,0.0560074556840118,0.41784827039577066,0.10295242072781548,0.17293648837134243,0.03638225766364485,0.203102100007236,0.5961548590660095,8.826086956521738,fear,0.41784827039577066
Aliens,0.020193300291430204,0.0588081749912817,0.3633987056091428,0.08873828285140917,0.30343894673045724,0.10352271166630089,0.06189986454322934,0.45033080101013184,8.695652173913043,fear,0.3633987056091428
All About Eve,0.03696363437920809,0.0797275190288201,0.0644379243568983,0.17146083373576404,0.44555979408323765,0.0985008820425719,0.10334942092187703,0.5562300753593444,8.565217391304348,neutral,0.44555979408323765
Amadeus,0.0487632261402905,0.1649425173830241,0.019608705334831028,0.22058681194204838,0.2817447207868099,0.12097873092163354,0.1433752840384841,0.472264358997345,8.695652173913043,neutral,0.2817447207868099
American Beauty,0.05598712258506566,0.11191578303502563,0.06027237119269557,0.15892071692602863,0.3368795338707666,0.13801550245746816,0.13800897634549378,0.695629745721817,8.695652173913043,neutral,0.3368795338707666
American History X,0.07864297931082546,0.18526939483359456,0.13037175341974944,0.11323832348920405,0.27208478635177014,0.03205287939868867,0.1883398735988885,0.5945154118537903,9.043478260869565,neutral,0.27208478635177014
Amélie,0.034323888591025024,0.03893991444259882,0.14694649087497966,0.4922055482119322,0.10836295722052455,0.015396848218515516,0.16382435006089507,0.8053284549713134,8.521739130434783,joy,0.4922055482119322
Apocalypse Now,0.09793557385758807,0.2217479062625595,0.1746195229983035,0.07503206106775906,0.23224393972971788,0.09548164713972558,0.10293934990962346,0.5410783365368843,8.863636363636363,neutral,0.23224393972971788
Avengers: Endgame,0.0626373326134247,0.20522755462783002,0.035536343614997655,0.23692894478638968,0.20101731575171775,0.09040986917292078,0.1682426519158374,-0.15730519344409308,8.26086956521739,joy,0.23692894478638968
Avengers: Infinity War,0.02587553743738681,0.07953768057283014,0.0506808133982122,0.31735057273413986,0.32796292869374155,0.04459125421009958,0.15400120683014393,0.761856062412262,9.12,neutral,0.32796292869374155
Back to the Future,0.020322165354155004,0.044329488212242724,0.04205725549487397,0.4578967397520319,0.30323969943448903,0.049648909480310977,0.08250575565733015,0.7559512281417846,9.0,joy,0.4578967397520319
Barry Lyndon,0.03301836983882822,0.18540545797441155,0.03736166064724481,0.0765212055509134,0.46890356081227463,0.0929633101914078,0.10582643992772016,0.3972328131397565,8.318181818181818,neutral,0.46890356081227463
Batman Begins,0.04130407366901636,0.07533209382090718,0.14555114293470978,0.12551390100969,0.4456566732004285,0.06698856583796442,0.09965354941086843,0.4296167492866516,8.347826086956522,neutral,0.4456566732004285
Before Sunrise,0.02262719695456326,0.10874243906699121,0.029074742280645296,0.35118965050671247,0.37181120544672014,0.027529281750321388,0.08902550033060834,0.6076311683654785,8.217391304347826,neutral,0.37181120544672014
Before Sunset,0.02362749577499926,0.050647566029801964,0.10360375294927508,0.17075389622710646,0.3456455608829856,0.1633817633613944,0.14233996907249094,0.38661784410476685,8.217391304347826,neutral,0.3456455608829856
Ben-Hur,0.05959320100024343,0.1182866648491472,0.03690955880796537,0.18138851271010936,0.4190999114140868,0.06658121339045465,0.11814094321802258,0.6082437109947204,8.608695652173912,neutral,0.4190999114140868
Bicycle Thieves,0.10280636261682957,0.1550502944830805,0.0909611623454839,0.041934375199489296,0.31307739242911337,0.24555319343693555,0.05061719340272248,0.6060612869262695,8.5,neutral,0.31307739242911337
Blade Runner,0.06359833686379716,0.13451087184716015,0.20342447295086458,0.09363063475582749,0.3019368006661534,0.08642678335309029,0.11647210576571525,0.4282994270324707,8.045454545454545,neutral,0.3019368006661534
Braveheart,0.11424137925729155,0.1139069175440818,0.03602915288414806,0.15850572053343057,0.35044590577483176,0.1175128157902509,0.1093581159459427,0.3972952842712402,8.347826086956522,neutral,0.35044590577483176
Capernaum,0.11550234810682014,0.262507485402748,0.043402617517858746,0.017277521886862813,0.1262443484738469,0.31598628636449577,0.11907938033342362,0.49516919136047366,8.217391304347826,sadness,0.31598628636449577
Casablanca,0.035642544645816086,0.14132881021127106,0.014037116896361113,0.19140023914864288,0.4035967506468296,0.060385085409507155,0.15360947130713612,0.6563349437713623,8.565217391304348,neutral,0.4035967506468296
Casino,0.02884779987856746,0.08062712064012885,0.06461123603396118,0.20110970919951796,0.5046492655575275,0.04660417851060629,0.07355068671051412,0.6810451769828796,8.64,neutral,0.5046492655575275
Catch Me If You Can,0.030648963449057192,0.06470898385159671,0.026141494129551576,0.32031030774116515,0.3825916117802262,0.013826702157966792,0.1617719437368214,0.5398969054222107,8.08695652173913,neutral,0.3825916117802262
Children of Heaven,0.013485716809518634,0.048261265656910836,0.05250332868890837,0.4889707346260548,0.23843603029847146,0.04775567182339728,0.11058727208524942,0.6785775017738342,8.875,joy,0.4889707346260548
Chinatown,0.07940335421822965,0.0948963955976069,0.1754989412939176,0.1768003297643736,0.34982614947482943,0.08881154504604638,0.034763278011232614,0.6639991044998169,8.391304347826088,neutral,0.34982614947482943
Cinema Paradiso,0.009214658529963345,0.05818631080444902,0.014729710025712849,0.38016751769930124,0.2745806988328695,0.15499447538051755,0.10812661594711244,0.5962637281417846,8.652173913043478,joy,0.38016751769930124
Citizen Kane,0.062263987706974146,0.10240596753545106,0.04274111340753734,0.13733843224588782,0.47269569024443625,0.02801301281899214,0.1545417775399983,0.4298516654968262,8.521739130434783,neutral,0.47269569024443625
City Lights,0.04563887395430356,0.11968550713732838,0.06948772182222455,0.23979310322552919,0.337983478680253,0.1415981672797352,0.045813150024041537,0.6459280347824097,8.521739130434783,neutral,0.337983478680253
City of God,0.07795044566349436,0.14619236526777968,0.08372365016839467,0.19372013898100704,0.33745837442499277,0.02234221166872885,0.13861281075514853,0.6536799073219299,9.136363636363637,neutral,0.33745837442499277
Coco,0.04829601045232266,0.043602205952629446,0.031680286139016973,0.3788644803036004,0.22023297749459744,0.1369578491570428,0.1403661970142275,0.764296350479126,8.782608695652174,joy,0.3788644803036004
Come and See,0.05965217756107449,0.3158766528405249,0.2340596623159945,0.020899353714194147,0.1117414097674191,0.1822403266094625,0.0755304038990289,0.08174890518188477,8.772727272727273,disgust,0.3158766528405249
Dangal,0.024373816498555242,0.08352334953844548,0.06048289157217369,0.28089160431874916,0.3240980893280357,0.043180952365510165,0.18344929473474622,0.7412065815925598,8.608695652173912,neutral,0.3240980893280357
Das Boot,0.058234526133164766,0.13978180010337382,0.22759781745262445,0.11026450958102942,0.3555906841531396,0.08687809193506837,0.021652570432052015,0.5927501034736633,8.73913043478261,neutral,0.3555906841531396
Dead Poets Society,0.025385973697993905,0.08591623433865607,0.023192598572932183,0.2647141292132437,0.3418152049183846,0.19865632569417357,0.060319525077939036,0.534151599407196,8.565217391304348,neutral,0.3418152049183846
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,0.019406571076251565,0.05548944169189781,0.03220218017231673,0.35862835908308627,0.1947039494663477,0.15588991375640035,0.18367958437651397,0.6729558062553406,8.695652173913043,joy,0.35862835908308627
Demon Slayer: Kimetsu no Yaiba- The Movie - Infinity Castle,0.028458122280426323,0.07549640351673588,0.16582344751339406,0.26389167689718307,0.2511281128972769,0.1288373122503981,0.08636491928249597,0.6632887053489686,8.666666666666666,joy,0.26389167689718307
Dial M for Murder,0.06455287338234485,0.06087073033675552,0.16362704628612845,0.1452648944966495,0.4208852295950055,0.06521288738586009,0.07958634289912879,0.46296349763870237,8.25,neutral,0.4208852295950055
Die Hard,0.06630447251722217,0.13717592789325864,0.06080380949191749,0.21713358242064715,0.3624546305090189,0.01746185155119747,0.13866573052480816,0.5151112818717957,8.478260869565217,neutral,0.3624546305090189
Django Unchained,0.04728500853292644,0.07325333501212299,0.11247756697703153,0.19477851364761592,0.38865200884640216,0.014947523637674749,0.16860604945570232,0.8509380531311035,8.478260869565217,neutral,0.38865200884640216
Double Indemnity,0.0764661680907011,0.1270307553745806,0.04044370271731168,0.15683852187823505,0.4741393183544278,0.023263461180031298,0.1018180747749284,0.720356912612915,8.608695652173912,neutral,0.4741393183544278
Downfall,0.06057474980130792,0.21891573432832956,0.18321212572976947,0.04853799789678306,0.3080106964707375,0.11873874024488032,0.0620099404361099,0.6419833111763,8.521739130434783,neutral,0.3080106964707375
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.03643110672011971,0.14627551699522884,0.12640612399904058,0.5085226549208164,0.10422111765481532,0.02829531813506037,0.04984815613366664,0.8215813517570496,8.73913043478261,joy,0.5085226549208164
Drishyam,0.054190984489396216,0.09255239152582362,0.11830919863190502,0.21164321211865172,0.2683155134320259,0.11239067433401942,0.14259801954962315,0.43268106698989867,8.083333333333334,neutral,0.2683155134320259
Dune: Part Two,0.05207270668819547,0.110900853946805,0.028954093516804277,0.15349674296332524,0.3931400189548731,0.05989936657249927,0.20153621890582143,0.3645046067237854,8.333333333333334,neutral,0.3931400189548731
Eternal Sunshine of the Spotless Mind,0.015552800511941314,0.09373939945362508,0.03215132342884317,0.30878457124345005,0.31113176349550486,0.09439970698207617,0.14424045213498174,0.5792862915992737,8.608695652173912,neutral,0.31113176349550486
Fargo,0.01636912573128939,0.16546255424153058,0.04304041531402618,0.23129822037182748,0.3269002537988126,0.0589372275210917,0.15799220643937587,0.6574304580688477,7.826086956521739,neutral,0.3269002537988126
Fight Club,0.04705101164057851,0.11565118435770273,0.03266839482123032,0.23899900231510401,0.3557416556030512,0.06456818424165249,0.1453205731092021,0.6625899410247803,9.043478260869565,neutral,0.3557416556030512
Finding Nemo,0.013785284145948632,0.04313282990672936,0.10593411491451359,0.3862063368530168,0.27462167098807794,0.03240456820155183,0.14391520334174857,0.7292918339371681,8.272727272727273,joy,0.3862063368530168
For a Few Dollars More,0.08258473549969494,0.10583421851508319,0.07097357656806708,0.13798188644926995,0.5319125263392925,0.020657140072435142,0.05005592965055257,0.7657714033126831,8.478260869565217,neutral,0.5319125263392925
Ford v Ferrari,0.0598088090447709,0.06739549031713978,0.0260112152970396,0.3526090679038316,0.35259762447327375,0.03723843676038086,0.10433935368433594,0.368345251083374,8.125,joy,0.3526090679038316
Forrest Gump,0.028808840862475336,0.12366408969741315,0.028875922723673283,0.2529384976858273,0.4054693951457739,0.09606558846309782,0.06417768066516145,0.5202465724945068,9.565217391304348,neutral,0.4054693951457739
Full Metal Jacket,0.04693204347131541,0.28073531862658757,0.13313376760440102,0.09994735997073197,0.2904912655552228,0.08201791891284908,0.06674234662690044,0.3420405189196269,8.045454545454545,neutral,0.2904912655552228
Gangs of Wasseypur,0.197024803054519,0.153596195532009,0.10109793708426879,0.10317862833850086,0.29694234834983946,0.021304738754406572,0.1268553467001766,0.4956401085853577,8.26086956521739,neutral,0.29694234834983946
Gladiator,0.10018283356912434,0.14594687772681936,0.04981917873490602,0.3258500980748795,0.2451321666687727,0.016867372039705515,0.1162014711741358,0.8313904333114625,8.652173913043478,joy,0.3258500980748795
Gone Girl,0.07933164925780148,0.0694209631998092,0.1847062906017527,0.15368589553050696,0.2260404855571687,0.0666980791464448,0.2201166284829378,0.35502110004425047,7.708333333333333,neutral,0.2260404855571687
Gone with the Wind,0.04270989581942558,0.12448450368829071,0.05263189545832574,0.15391067446675152,0.3651757649332285,0.06111133793601766,0.1999759223451838,0.4552017116546631,8.416666666666666,neutral,0.3651757649332285
Good Will Hunting,0.03828411599438961,0.10129786561668405,0.018012785498285666,0.2935153535926593,0.328399546302693,0.07016191195251177,0.15032841566869098,0.22904291101123975,8.333333333333334,neutral,0.328399546302693
Goodfellas,0.0474855425930582,0.15832111095078288,0.06020403663162142,0.2563838865258731,0.4124231597781181,0.013700184766203166,0.05148209487320855,0.6812609362602234,9.043478260869565,neutral,0.4124231597781181
Gran Torino,0.03089159057708457,0.1278870515152812,0.045733286188915374,0.17959110519848764,0.3578431685641408,0.06823029106482864,0.18982349486090244,0.6749596571922303,8.347826086956522,neutral,0.3578431685641408
Grave of the Fireflies,0.03944576046895236,0.1414289922080934,0.13780236686114222,0.033485440015792844,0.2739124209433794,0.33369120882824066,0.04023382719606161,0.47151840686798097,8.695652173913043,sadness,0.33369120882824066
Green Book,0.017705077598802747,0.0669904419244267,0.06496762923547067,0.41845145625062286,0.250509614571929,0.05964076274307445,0.12173500911332667,0.9112171268463135,8.541666666666666,joy,0.41845145625062286
Hachi: A Dog's Tale,0.04365137681830675,0.050703660170547664,0.033044156046817076,0.18943437794223428,0.20678520577028395,0.18154429772868752,0.2948369286954403,0.4459377789497376,8.217391304347826,surprise,0.2948369286954403
Hacksaw Ridge,0.03664697956759483,0.0906107797077857,0.09285976545885205,0.16582707318477333,0.32852803692221644,0.07162296494701877,0.21390440761111676,0.7373006319999695,8.318181818181818,neutral,0.32852803692221644
Hamilton,0.03218187928432599,0.09659480044967494,0.06007441792986356,0.2662822468392551,0.2560396662168205,0.051241809939965605,0.2375851627904922,0.6073878121376037,8.608695652173912,joy,0.2662822468392551
Harakiri,0.07004212343133986,0.14374197660945356,0.08698623100994154,0.08481127379927784,0.42488204181194306,0.08084603731054812,0.10869033149443567,0.5374331188201904,9.0,neutral,0.42488204181194306
Harry Potter and the Deathly Hallows: Part 2,0.012125663780607284,0.022159006125293673,0.07071106181014329,0.3446479445928708,0.367143268994987,0.05681192704476416,0.1264011345990002,0.6867298984527588,8.26086956521739,neutral,0.367143268994987
Heat,0.0381081187305972,0.12397514596581459,0.06152257365640253,0.25927998800762,0.29522399421781303,0.05640304943546653,0.1654871249012649,0.6586147737503052,8.869565217391305,neutral,0.29522399421781303
High and Low,0.049612106727436184,0.11261796501465142,0.06520384121686221,0.11735348616726697,0.3756098132580519,0.07555325583554805,0.2040495267417282,0.7687418341636658,8.478260869565217,neutral,0.3756098132580519
Hotel Rwanda,0.11870521642733366,0.26263074066955594,0.17805923640262336,0.1156234436808154,0.16875852295197546,0.0977156451717019,0.05850721359718591,0.12111768245697022,8.136363636363637,disgust,0.26263074066955594
How to Train Your Dragon,0.0497888926952146,0.08396136675961316,0.10555826400290243,0.35259081979282203,0.21713455194607378,0.0842487729061395,0.10671733111143113,0.8246202802658081,8.565217391304348,joy,0.35259081979282203
Howl's Moving Castle,0.06448896796442569,0.09393895036540925,0.03036522563896142,0.3106965429335833,0.26168322801589966,0.04419270109385252,0.19463439327664672,0.2207740592956543,8.44,joy,0.3106965429335833
Ikiru,0.018806339912116526,0.11018681994639337,0.06568609467707574,0.12904038243927063,0.31834488566964864,0.27036584083456544,0.08756963459774852,0.2794391345977783,8.782608695652174,neutral,0.31834488566964864
In the Name of the Father,0.13426848718275627,0.24795281499003372,0.13913285072582462,0.06875034984841477,0.24881204206030816,0.09630438272142783,0.0647790538641857,0.7474663282434145,8.19047619047619,neutral,0.24881204206030816
Incendies,0.040737386718392374,0.09455366036854684,0.2098099478520453,0.02908135729841888,0.2501875811442733,0.21291902668308466,0.16271105479449033,0.37737354278564456,8.64,neutral,0.2501875811442733
Inception,0.06064663410186768,0.09368701435159892,0.07747360086999834,0.11654985217843204,0.35582901190966365,0.05580442366423086,0.24000945368781687,0.6608701109886169,8.84,neutral,0.35582901190966365
Indiana Jones and the Last Crusade,0.009568398026749492,0.03103940311819315,0.032064676275476815,0.45489341774024067,0.3717768954858184,0.017557624680921435,0.08309958586469293,0.8291931200027466,8.782608695652174,joy,0.45489341774024067
Inglourious Basterds,0.039142639855854214,0.15243151532486082,0.18162288080202416,0.2921746160229668,0.2138195725157857,0.014590617422945797,0.10621814524754881,0.7516122579574585,8.5,joy,0.2921746160229668
Inside Out,0.058137003048323095,0.15790119573008268,0.02935057195601985,0.11139647763222456,0.3203174808435142,0.1550461514480412,0.1678510934044607,0.5372108006477356,8.434782608695652,neutral,0.3203174808435142
Interstellar,0.023696756483986975,0.08733641047030688,0.14862998987082393,0.14603107423521577,0.35237034007906914,0.0305135094281286,0.21142193483188748,0.6104208779335022,8.826086956521738,neutral,0.35237034007906914
It's a Wonderful Life,0.03295598281314596,0.04796677710488439,0.052122487330343574,0.2845920644700527,0.36760319301858546,0.07683304829522968,0.13792643210850655,0.5268249106407166,8.956521739130435,neutral,0.36760319301858546
Jai Bhim,0.08377207399811595,0.10473058404866606,0.06576220855815336,0.2660749058588408,0.23553946463391184,0.07526313897222281,0.168857618002221,0.7576384162902832,8.826086956521738,joy,0.2660749058588408
Jaws,0.02597378867212683,0.059056423986330625,0.37087581425905225,0.12699288431555034,0.2612478255107999,0.08746433061314747,0.06838894064538181,0.9034026861190796,8.478260869565217,fear,0.37087581425905225
Joker,0.02934855959378183,0.11786286670016125,0.12493490241002292,0.13970428948756308,0.27964871730655433,0.21644323266576976,0.09205742058809846,0.10501306056976319,8.666666666666666,neutral,0.27964871730655433
Judgment at Nuremberg,0.05668847716413438,0.2279490895336494,0.1971674613887444,0.13178604802582414,0.20441309144720435,0.0695402817009017,0.11245556158246472,0.7582729768753051,8.608695652173912,disgust,0.2279490895336494
Jurassic Park,0.013597948090173305,0.051183540015481414,0.22284814509563147,0.17169392691925167,0.3043232994899154,0.04814023935701698,0.18821290179621428,0.836451632976532,8.521739130434783,neutral,0.3043232994899154
Kill Bill: Vol. 1,0.061531175668351354,0.16259378978982567,0.10110820148605854,0.23229379646712914,0.26457865063101055,0.019234983837231993,0.15865939853712915,0.3763416838645935,8.608695652173912,neutral,0.26457865063101055
Klaus,0.01075314960675314,0.02447639637859538,0.003032921475823969,0.6186826375126838,0.23811232477426528,0.01431717670056969,0.09062540309503675,0.7829803895950317,8.652173913043478,joy,0.6186826375126838
L.A. Confidential,0.04522374410182237,0.10115144134499132,0.08440548720303923,0.09272531201131642,0.47384001353755595,0.10419870925601572,0.09845527520403266,0.5044350075721741,8.73913043478261,neutral,0.47384001353755595
La haine,0.11031163798179477,0.24375513282090347,0.10690338969410125,0.22923153024263834,0.1790281151770614,0.07344734770595096,0.057322835295053665,0.6468614737192789,8.826086956521738,disgust,0.24375513282090347
Lawrence of Arabia,0.02517645520158112,0.06718116660602391,0.06860131198423915,0.22922138491179794,0.3202791145443916,0.10540022194385529,0.18414034833200277,0.7227123093605041,8.478260869565217,neutral,0.3202791145443916
Life Is Beautiful,0.07163201477479837,0.1388608179429708,0.09229433532986465,0.2394521116613127,0.20094748236157972,0.10322187600009468,0.1535913771671324,0.8218405194904493,9.19047619047619,joy,0.2394521116613127
Like Stars on Earth,0.03050656631588936,0.06802289272658527,0.04971679833251983,0.23828230250626803,0.4034880863502622,0.08577704528812319,0.12420630793087184,0.27516540288925173,8.347826086956522,neutral,0.4034880863502622
"Lock, Stock and Two Smoking Barrels",0.07628461379557848,0.13869667975930497,0.015081250488292426,0.32080039802473037,0.3608690611645579,0.04666805357672274,0.041599955856800076,0.36377978563308716,8.173913043478262,neutral,0.3608690611645579
Logan,0.03300062526017428,0.1666425813920796,0.07091434043832123,0.12928606249508448,0.32863872894085944,0.1435962586477399,0.12792139353230594,0.3740558695793152,8.173913043478262,neutral,0.32863872894085944
Léon: The Professional,0.0940843695984222,0.1972779781697318,0.12613004055572674,0.19836059261346237,0.15447506494820118,0.12086871763691306,0.10880323560908436,0.6537457060813904,8.68,joy,0.19836059261346237
M,0.02965692649129778,0.200926333675161,0.32609363631345334,0.10449661985039711,0.2091517782025039,0.026297523435205222,0.10337717496789992,0.5684783792495728,8.391304347826088,fear,0.32609363631345334
Mad Max: Fury Road,0.12356380801647901,0.1002980936691165,0.09047682457137853,0.110890805083327,0.33606724731624127,0.03568506645038724,0.20301814774982632,0.38381603479385373,8.416666666666666,neutral,0.33606724731624127
Maharaja,0.037655942235141994,0.12024313580477611,0.022218098295852542,0.34548341169953345,0.29616836331784724,0.011516775307245552,0.16671426804736256,0.6952556872367859,8.68,joy,0.34548341169953345
Mary and Max,0.033658343309070915,0.09503750324482098,0.05613399433204904,0.23808657337911426,0.21759287150576712,0.23223550513386726,0.12725521309301258,0.5064779853820801,8.26086956521739,joy,0.23808657337911426
Memento,0.09397610193118452,0.25654727352783085,0.08627532380633056,0.03936366106383502,0.3143425765261054,0.02309913787059486,0.18639591683633625,0.27670592308044434,8.695652173913043,neutral,0.3143425765261054
Memories of Murder,0.050034379931166766,0.13821935943560676,0.16471948763122782,0.18150006544776262,0.23437329925596714,0.11570318160578609,0.11545022662729025,0.4962502908706665,8.304347826086957,neutral,0.23437329925596714
Metropolis,0.021207882058806717,0.10466398552060127,0.17916999075561763,0.09291731833014637,0.39011512154713274,0.015134028317406773,0.196791671179235,0.6171006608009338,8.608695652173912,neutral,0.39011512154713274
Million Dollar Baby,0.016113684091251343,0.08730787820648402,0.02149928152561188,0.2780820247903466,0.3743179947976023,0.13551195887848735,0.08716716253198684,0.7400126767158508,8.434782608695652,neutral,0.3743179947976023
Modern Times,0.013559019877575337,0.08526786562986671,0.013394908360205592,0.32209564067889007,0.3179083717614412,0.14135343248490245,0.10642076840624214,0.586391134262085,8.304347826086957,joy,0.32209564067889007
"Monsters, Inc.",0.013812408810481428,0.05613304339814931,0.14178238437743856,0.36663479667156934,0.28354553632438184,0.08161959772929549,0.05647222940810025,0.7300926351547241,8.304347826086957,joy,0.36663479667156934
Monty Python and the Holy Grail,0.05291540514677763,0.14184025024063884,0.009854144047712907,0.33463163775391874,0.28619218558073045,0.05827795395627618,0.11628842616453766,0.6563376164436341,8.409090909090908,joy,0.33463163775391874
Mr. Smith Goes to Washington,0.06234310773201287,0.12437852681614459,0.0200440155621618,0.17471144952811302,0.43283525727689265,0.0942807531170547,0.09140687784180045,0.3687491035461426,7.956521739130435,neutral,0.43283525727689265
My Father and My Son,0.012058611367829144,0.07807482502656057,0.015531708654016256,0.34318196618929503,0.17284028697758913,0.27403429872356355,0.10427827876992524,0.8560741305351257,8.652173913043478,joy,0.34318196618929503
My Neighbor Totoro,0.00532464899122715,0.01590890477411449,0.0063608338322956115,0.5558665691316128,0.3073629941046238,0.018196967840194703,0.09097907882649452,0.6111010265350342,8.26086956521739,joy,0.5558665691316128
Network,0.12224238662514836,0.2144686541892588,0.11858390652225353,0.09678321052109823,0.27051152527332306,0.10782876981422305,0.0695815383316949,0.12383256673812866,8.304347826086957,neutral,0.27051152527332306
No Country for Old Men,0.10124823729041964,0.1837864134600386,0.23047643446130678,0.0998382891342044,0.2872497695311904,0.05006149422377348,0.04733935783384368,0.2276105308532715,8.24,neutral,0.2872497695311904
North by Northwest,0.014481152538210154,0.052503340165130793,0.2772423809254542,0.18279033475089818,0.31375131020322444,0.02571898405905813,0.13351250548847018,0.4865218710899353,8.304347826086957,neutral,0.31375131020322444
Oldboy,0.12222503877244889,0.17180538470391185,0.11528788197785617,0.06252998042386025,0.20975942007265985,0.0977207379322499,0.22067153471522033,0.11242302179336548,8.416666666666666,surprise,0.22067153471522033
On the Waterfront,0.0676121803931892,0.1611125886067748,0.15766681029461324,0.1347054833266884,0.32623038878664373,0.10047848954796791,0.05219404409639537,0.4238772416114807,8.130434782608695,neutral,0.32623038878664373
Once Upon a Time in America,0.026797042842954397,0.17418795241042972,0.05519655223703012,0.1465477696270682,0.4287117904238403,0.11331677412614226,0.05524212805554271,0.26331090450286865,8.391304347826088,neutral,0.4287117904238403
